lat,long,elev,timediff,current_time,OBUID
408622714,-778345496,3343,1:11:14.730000,"(datetime.datetime(2026, 8, 21, 17, 6, 15, 997000),)",2a3c600d
408621251,-778350343,3321,1:11:14.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 14000),)",2a3c603c
408622655,-778345635,3343,1:11:14.840000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 107000),)",2a3c600d
408621221,-778350497,3321,1:11:14.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 121000),)",2a3c603c
408622597,-778345766,3343,1:11:14.930000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 197000),)",2a3c600d
408621187,-778350647,3320,1:11:14.940000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 212000),)",2a3c603c
408622541,-778345911,3343,1:11:15.030000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 298000),)",2a3c600d
408621165,-778350804,3320,1:11:15.040000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 309000),)",2a3c603c
408622485,-778346049,3343,1:11:15.130000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 397000),)",2a3c600d
408621138,-778350957,3320,1:11:15.160000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 423000),)",2a3c603c
408622430,-778346192,3343,1:11:15.230000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 498000),)",2a3c600d
408621110,-778351114,3320,1:11:15.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 520000),)",2a3c603c
408622374,-778346334,3343,1:11:15.330000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 598000),)",2a3c600d
408621084,-778351269,3320,1:11:15.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 615000),)",2a3c603c
408622320,-778346477,3342,1:11:15.430000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 697000),)",2a3c600d
408621059,-778351425,3319,1:11:15.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 714000),)",2a3c603c
408622266,-778346622,3342,1:11:15.530000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 797000),)",2a3c600d
408621037,-778351578,3319,1:11:15.540000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 812000),)",2a3c603c
408622214,-778346764,3342,1:11:15.630000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 901000),)",2a3c600d
408621016,-778351732,3320,1:11:15.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 919000),)",2a3c603c
408622162,-778346910,3342,1:11:15.730000,"(datetime.datetime(2026, 8, 21, 17, 6, 16, 998000),)",2a3c600d
408620993,-778351895,3320,1:11:15.760000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 24000),)",2a3c603c
408622113,-778347052,3342,1:11:15.830000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 96000),)",2a3c600d
408620972,-778352045,3319,1:11:15.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 115000),)",2a3c603c
408622061,-778347192,3341,1:11:15.930000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 197000),)",2a3c600d
408620945,-778352207,3320,1:11:15.950000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 213000),)",2a3c603c
408622017,-778347338,3342,1:11:16.030000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 298000),)",2a3c600d
408620929,-778352364,3319,1:11:16.040000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 311000),)",2a3c603c
408621969,-778347486,3342,1:11:16.130000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 398000),)",2a3c600d
408620911,-778352521,3319,1:11:16.160000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 424000),)",2a3c603c
408621920,-778347632,3341,1:11:16.230000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 499000),)",2a3c600d
408620896,-778352676,3319,1:11:16.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 515000),)",2a3c603c
