lat,long,elev,timediff
408623674,-778366807,3324,0:35:43.860000,2a3c600a
408623597,-778366674,3324,0:35:43.960000,2a3c600a
408623517,-778366545,3324,0:35:44.060000,2a3c600a
408623444,-778366410,3324,0:35:44.160000,2a3c600a
408623372,-778366278,3323,0:35:44.260000,2a3c600a
408623298,-778366141,3324,0:35:44.360000,2a3c600a
408623228,-778366006,3324,0:35:44.460000,2a3c600a
408623159,-778365871,3324,0:35:44.570000,2a3c600a
408623089,-778365736,3324,0:35:44.660000,2a3c600a
408623018,-778365600,3324,0:35:44.760000,2a3c600a
408622951,-778365464,3324,0:35:44.870000,2a3c600a
408622883,-778365327,3325,0:35:44.980000,2a3c600a
408622811,-778365197,3324,0:35:45.060000,2a3c600a
408622747,-778365056,3324,0:35:45.160000,2a3c600a
408622683,-778364920,3325,0:35:45.280000,2a3c600a
408622619,-778364779,3325,0:35:45.360000,2a3c600a
408622555,-778364639,3325,0:35:45.460000,2a3c600a
408622493,-778364498,3325,0:35:45.560000,2a3c600a
408622431,-778364356,3325,0:35:45.660000,2a3c600a
408622370,-778364214,3325,0:35:45.760000,2a3c600a
408622311,-778364073,3325,0:35:45.860000,2a3c600a
408622253,-778363927,3325,0:35:45.960000,2a3c600a
408622193,-778363789,3325,0:35:46.060000,2a3c600a
408622138,-778363640,3325,0:35:46.160000,2a3c600a
408622086,-778363499,3325,0:35:46.250000,2a3c600a
408622028,-778363354,3326,0:35:46.360000,2a3c600a
408621972,-778363207,3326,0:35:46.460000,2a3c600a
408621922,-778363062,3325,0:35:46.560000,2a3c600a
408621870,-778362914,3325,0:35:46.660000,2a3c600a
408621820,-778362767,3325,0:35:46.760000,2a3c600a
408621770,-778362619,3325,0:35:46.860000,2a3c600a
408621720,-778362470,3325,0:35:46.960000,2a3c600a
408621667,-778362321,3326,0:35:47.040000,2a3c600a
408621623,-778362170,3326,0:35:47.140000,2a3c600a
408621575,-778362022,3326,0:35:47.230000,2a3c600a
408621531,-778361870,3326,0:35:47.330000,2a3c600a
408621488,-778361718,3326,0:35:47.430000,2a3c600a
408621445,-778361568,3326,0:35:47.530000,2a3c600a
408621405,-778361415,3326,0:35:47.630000,2a3c600a
408621365,-778361263,3326,0:35:47.740000,2a3c600a
408621326,-778361110,3326,0:35:47.840000,2a3c600a
408621289,-778360953,3326,0:35:47.950000,2a3c600a
408621248,-778360800,3327,0:35:48.040000,2a3c600a
408621217,-778360643,3326,0:35:48.140000,2a3c600a
408621181,-778360489,3327,0:35:48.240000,2a3c600a
408621151,-778360337,3327,0:35:48.340000,2a3c600a
408621119,-778360182,3327,0:35:48.440000,2a3c600a
408621086,-778360026,3326,0:35:48.540000,2a3c600a
408621055,-778359869,3327,0:35:48.630000,2a3c600a
408621030,-778359714,3327,0:35:48.730000,2a3c600a
408621000,-778359558,3327,0:35:48.840000,2a3c600a
408620971,-778359399,3327,0:35:48.940000,2a3c600a
408620941,-778359246,3327,0:35:49.040000,2a3c600a
408620921,-778359086,3326,0:35:49.140000,2a3c600a
408620896,-778358928,3327,0:35:49.230000,2a3c600a
408620873,-778358772,3327,0:35:49.340000,2a3c600a
408620852,-778358613,3326,0:35:49.440000,2a3c600a
408620832,-778358455,3326,0:35:49.580000,2a3c600a
408620812,-778358295,3327,0:35:49.780000,2a3c600a
408620791,-778358136,3327,0:35:49.930000,2a3c600a
408620776,-778357978,3326,0:35:50.020000,2a3c600a
408620757,-778357820,3326,0:35:50.110000,2a3c600a
408620738,-778357655,3327,0:35:50.240000,2a3c600a
408620729,-778357495,3326,0:35:50.370000,2a3c600a
408620715,-778357335,3327,0:35:50.380000,2a3c600a
408620706,-778357173,3326,0:35:50.400000,2a3c600a
408620694,-778357013,3326,0:35:50.510000,2a3c600a
408620686,-778356854,3326,0:35:50.600000,2a3c600a
408620678,-778356692,3326,0:35:50.720000,2a3c600a
408620670,-778356532,3326,0:35:50.810000,2a3c600a
408620664,-778356367,3327,0:35:50.920000,2a3c600a
408620661,-778356206,3327,0:35:51.020000,2a3c600a
408620652,-778356041,3327,0:35:51.130000,2a3c600a
408620652,-778355878,3327,0:35:51.220000,2a3c600a
408620653,-778355718,3326,0:35:51.380000,2a3c600a
408620653,-778355555,3327,0:35:51.420000,2a3c600a
408620656,-778355396,3326,0:35:51.530000,2a3c600a
408620659,-778355232,3326,0:35:51.630000,2a3c600a
408620660,-778355071,3327,0:35:51.670000,2a3c600a
408620666,-778354913,3326,0:35:51.800000,2a3c600a
408620672,-778354749,3326,0:35:51.890000,2a3c600a
408620679,-778354587,3327,0:35:51.950000,2a3c600a
408620681,-778354433,3326,0:35:52.030000,2a3c600a
408620694,-778354272,3326,0:35:52.140000,2a3c600a
408620704,-778354112,3326,0:35:52.240000,2a3c600a
408620714,-778353954,3326,0:35:52.330000,2a3c600a
408620728,-778353793,3326,0:35:52.430000,2a3c600a
408620740,-778353635,3326,0:35:52.530000,2a3c600a
408620755,-778353478,3326,0:35:52.630000,2a3c600a
408620771,-778353323,3326,0:35:52.740000,2a3c600a
408620790,-778353164,3326,0:35:52.840000,2a3c600a
408620809,-778353006,3326,0:35:52.930000,2a3c600a
408620820,-778352850,3326,0:35:53.030000,2a3c600a
408620848,-778352693,3327,0:35:53.130000,2a3c600a
408620869,-778352539,3326,0:35:53.240000,2a3c600a
408620892,-778352385,3326,0:35:53.330000,2a3c600a
408620916,-778352234,3326,0:35:53.430000,2a3c600a
408620942,-778352080,3326,0:35:53.530000,2a3c600a
408620969,-778351927,3326,0:35:53.630000,2a3c600a
408620994,-778351780,3326,0:35:53.730000,2a3c600a
408621022,-778351628,3325,0:35:53.830000,2a3c600a
408621054,-778351476,3325,0:35:53.930000,2a3c600a
408621075,-778351326,3326,0:35:54.030000,2a3c600a
408621112,-778351178,3326,0:35:54.130000,2a3c600a
408621148,-778351031,3325,0:35:54.230000,2a3c600a
408621178,-778350883,3325,0:35:54.330000,2a3c600a
408621216,-778350740,3325,0:35:54.430000,2a3c600a
408621249,-778350593,3325,0:35:54.530000,2a3c600a
408621286,-778350450,3325,0:35:54.650000,2a3c600a
408621324,-778350305,3325,0:35:54.740000,2a3c600a
408621364,-778350164,3325,0:35:54.830000,2a3c600a
408621405,-778350020,3325,0:35:54.930000,2a3c600a
408621443,-778349876,3324,0:35:55.030000,2a3c600a
408621493,-778349740,3324,0:35:55.130000,2a3c600a
408621534,-778349599,3324,0:35:55.240000,2a3c600a
408621581,-778349461,3324,0:35:55.330000,2a3c600a
408621627,-778349324,3325,0:35:55.430000,2a3c600a
408621673,-778349184,3324,0:35:55.530000,2a3c600a
408621719,-778349046,3324,0:35:55.630000,2a3c600a
408621774,-778348912,3324,0:35:55.730000,2a3c600a
408621822,-778348772,3324,0:35:55.830000,2a3c600a
408621873,-778348636,3324,0:35:55.930000,2a3c600a
408621920,-778348494,3324,0:35:56.030000,2a3c600a
408621973,-778348360,3324,0:35:56.130000,2a3c600a
408622025,-778348228,3323,0:35:56.240000,2a3c600a
408622077,-778348090,3323,0:35:56.330000,2a3c600a
408622130,-778347953,3323,0:35:56.440000,2a3c600a
408622189,-778347822,3323,0:35:56.530000,2a3c600a
408622244,-778347684,3323,0:35:56.630000,2a3c600a
408622302,-778347551,3323,0:35:56.730000,2a3c600a
408622362,-778347415,3323,0:35:56.830000,2a3c600a
408622419,-778347283,3322,0:35:56.930000,2a3c600a
408622475,-778347152,3323,0:35:57.030000,2a3c600a
408622540,-778347024,3323,0:35:57.130000,2a3c600a
408622604,-778346895,3323,0:35:57.190000,2a3c600a
408622668,-778346765,3323,0:35:57.300000,2a3c600a
408622735,-778346639,3323,0:35:57.390000,2a3c600a
408622801,-778346511,3323,0:35:57.490000,2a3c600a
408622868,-778346386,3323,0:35:57.590000,2a3c600a
408622933,-778346260,3324,0:35:57.690000,2a3c600a
408622998,-778346135,3324,0:35:57.800000,2a3c600a
408623068,-778346010,3324,0:35:57.890000,2a3c600a
408623131,-778345880,3324,0:35:57.990000,2a3c600a
408623203,-778345759,3324,0:35:58.090000,2a3c600a
408623273,-778345637,3325,0:35:58.190000,2a3c600a
408623341,-778345516,3324,0:35:58.290000,2a3c600a
408623413,-778345394,3324,0:35:58.390000,2a3c600a
408623481,-778345276,3324,0:35:58.490000,2a3c600a
408623553,-778345152,3324,0:35:58.590000,2a3c600a
408623622,-778345032,3324,0:35:58.690000,2a3c600a
408623689,-778344910,3324,0:35:58.790000,2a3c600a
408623761,-778344788,3324,0:35:58.900000,2a3c600a
408623761,-778344788,3324,0:35:58.990000,2a3c600a
408623831,-778344659,3324,0:35:59.090000,2a3c600a
408623904,-778344542,3325,0:35:59.190000,2a3c600a
408623974,-778344418,3325,0:35:59.290000,2a3c600a
408624043,-778344298,3325,0:35:59.390000,2a3c600a
408624114,-778344176,3325,0:35:59.490000,2a3c600a
408624253,-778343930,3325,0:35:59.590000,2a3c600a
408624322,-778343807,3325,0:35:59.690000,2a3c600a
408624322,-778343807,3325,0:35:59.790000,2a3c600a
408624465,-778343563,3325,0:35:59.890000,2a3c600a
408624465,-778343563,3325,0:35:59.990000,2a3c600a
408624535,-778343439,3325,0:36:00.090000,2a3c600a
408624606,-778343319,3325,0:36:00.190000,2a3c600a
408624675,-778343197,3325,0:36:00.310000,2a3c600a
408624747,-778343073,3325,0:36:00.390000,2a3c600a
408624814,-778342951,3326,0:36:00.490000,2a3c600a
408624885,-778342827,3327,0:36:00.590000,2a3c600a
408624955,-778342708,3327,0:36:00.690000,2a3c600a
408625026,-778342587,3327,0:36:00.790000,2a3c600a
408625095,-778342467,3326,0:36:00.890000,2a3c600a
408625168,-778342347,3327,0:36:00.980000,2a3c600a
408625240,-778342226,3327,0:36:01.090000,2a3c600a
408625310,-778342103,3327,0:36:01.190000,2a3c600a
408625382,-778341981,3326,0:36:01.290000,2a3c600a
408625451,-778341864,3326,0:36:01.390000,2a3c600a
408625527,-778341746,3326,0:36:01.490000,2a3c600a
408625595,-778341624,3326,0:36:01.550000,2a3c600a
408625666,-778341504,3327,0:36:01.650000,2a3c600a
408625739,-778341386,3326,0:36:01.750000,2a3c600a
408625806,-778341267,3327,0:36:01.850000,2a3c600a
408625877,-778341146,3327,0:36:01.960000,2a3c600a
408625950,-778341024,3327,0:36:02.060000,2a3c600a
408626019,-778340905,3328,0:36:02.160000,2a3c600a
408626093,-778340782,3328,0:36:02.250000,2a3c600a
408626162,-778340660,3328,0:36:02.350000,2a3c600a
408626237,-778340546,3328,0:36:02.480000,2a3c600a
408626308,-778340426,3329,0:36:02.550000,2a3c600a
408626382,-778340311,3329,0:36:02.650000,2a3c600a
408626461,-778340194,3328,0:36:02.770000,2a3c600a
408626610,-778339962,3328,0:36:02.860000,2a3c600a
408626686,-778339847,3328,0:36:02.960000,2a3c600a
408626686,-778339847,3328,0:36:03.050000,2a3c600a
408626766,-778339737,3328,0:36:03.160000,2a3c600a
408626841,-778339622,3329,0:36:03.250000,2a3c600a
408626919,-778339509,3329,0:36:03.350000,2a3c600a
408626998,-778339397,3329,0:36:03.450000,2a3c600a
408627078,-778339285,3329,0:36:03.550000,2a3c600a
408627156,-778339174,3329,0:36:03.650000,2a3c600a
408627235,-778339060,3330,0:36:03.750000,2a3c600a
408627311,-778338947,3330,0:36:03.860000,2a3c600a
408627392,-778338837,3330,0:36:03.950000,2a3c600a
408627469,-778338720,3330,0:36:04.050000,2a3c600a
408627548,-778338611,3330,0:36:04.150000,2a3c600a
408627626,-778338499,3329,0:36:04.260000,2a3c600a
408627709,-778338385,3329,0:36:04.350000,2a3c600a
408627786,-778338271,3330,0:36:04.460000,2a3c600a
408627866,-778338160,3330,0:36:04.560000,2a3c600a
408627945,-778338047,3329,0:36:05.090000,2a3c600a
408628022,-778337932,3329,0:36:05.180000,2a3c600a
408628101,-778337820,3330,0:36:05.260000,2a3c600a
408628176,-778337702,3330,0:36:05.560000,2a3c600a
408628254,-778337585,3329,0:36:05.610000,2a3c600a
408628327,-778337469,3329,0:36:05.660000,2a3c600a
408628403,-778337348,3329,0:36:05.790000,2a3c600a
408628473,-778337232,3328,0:36:05.960000,2a3c600a
408628552,-778337112,3328,0:36:06.170000,2a3c600a
408628623,-778336990,3328,0:36:06.430000,2a3c600a
408628698,-778336871,3328,0:36:06.580000,2a3c600a
408628770,-778336748,3329,0:36:06.630000,2a3c600a
408628845,-778336627,3328,0:36:06.660000,2a3c600a
408628918,-778336509,3328,0:36:06.680000,2a3c600a
408628998,-778336387,3329,0:36:06.790000,2a3c600a
408629072,-778336260,3329,0:36:06.900000,2a3c600a
408629144,-778336139,3329,0:36:06.990000,2a3c600a
408629219,-778336015,3329,0:36:07,2a3c600a
408629291,-778335890,3329,0:36:07.040000,2a3c600a
408629366,-778335768,3329,0:36:07.100000,2a3c600a
408629441,-778335648,3329,0:36:07.190000,2a3c600a
408629514,-778335521,3329,0:36:07.370000,2a3c600a
408629591,-778335397,3329,0:36:07.400000,2a3c600a
408629666,-778335274,3329,0:36:07.510000,2a3c600a
408629741,-778335150,3329,0:36:07.600000,2a3c600a
408629816,-778335022,3329,0:36:07.710000,2a3c600a
408629890,-778334895,3329,0:36:07.810000,2a3c600a
408629961,-778334765,3329,0:36:07.920000,2a3c600a
408630036,-778334643,3329,0:36:08.010000,2a3c600a
408630110,-778334516,3330,0:36:08.120000,2a3c600a
408630184,-778334388,3330,0:36:08.130000,2a3c600a
408630262,-778334260,3330,0:36:08.150000,2a3c600a
408630334,-778334132,3330,0:36:08.150000,2a3c600a
408630410,-778334002,3330,0:36:08.160000,2a3c600a
408630486,-778333873,3330,0:36:08.170000,2a3c600a
408630565,-778333742,3330,0:36:08.170000,2a3c600a
408630637,-778333613,3330,0:36:08.250000,2a3c600a
408630709,-778333485,3330,0:36:08.350000,2a3c600a
408630787,-778333355,3330,0:36:08.450000,2a3c600a
408630864,-778333222,3330,0:36:08.550000,2a3c600a
408630939,-778333095,3330,0:36:08.650000,2a3c600a
408631014,-778332963,3330,0:36:08.750000,2a3c600a
408631089,-778332830,3330,0:36:08.850000,2a3c600a
408631166,-778332697,3330,0:36:08.950000,2a3c600a
408631245,-778332567,3330,0:36:09.050000,2a3c600a
408631322,-778332433,3330,0:36:09.160000,2a3c600a
408631398,-778332300,3330,0:36:09.260000,2a3c600a
408631483,-778332170,3331,0:36:09.360000,2a3c600a
408631560,-778332039,3331,0:36:09.450000,2a3c600a
408631636,-778331906,3331,0:36:09.550000,2a3c600a
408631719,-778331777,3331,0:36:09.650000,2a3c600a
408631795,-778331643,3331,0:36:09.750000,2a3c600a
408631870,-778331511,3331,0:36:09.850000,2a3c600a
408631953,-778331376,3331,0:36:09.960000,2a3c600a
408632029,-778331244,3331,0:36:10.050000,2a3c600a
408632108,-778331108,3331,0:36:10.150000,2a3c600a
408632190,-778330977,3331,0:36:10.250000,2a3c600a
408632268,-778330843,3331,0:36:10.360000,2a3c600a
408632347,-778330710,3331,0:36:10.470000,2a3c600a
408632425,-778330575,3331,0:36:10.600000,2a3c600a
408632507,-778330440,3332,0:36:10.650000,2a3c600a
408632585,-778330308,3331,0:36:10.750000,2a3c600a
408632667,-778330171,3332,0:36:10.850000,2a3c600a
408632749,-778330036,3332,0:36:10.950000,2a3c600a
408632827,-778329900,3332,0:36:11.050000,2a3c600a
408632911,-778329764,3332,0:36:11.150000,2a3c600a
408632992,-778329628,3332,0:36:11.250000,2a3c600a
408633071,-778329492,3332,0:36:11.350000,2a3c600a
408633151,-778329355,3331,0:36:11.450000,2a3c600a
408633232,-778329218,3332,0:36:11.550000,2a3c600a
408633310,-778329082,3332,0:36:11.650000,2a3c600a
408633390,-778328943,3332,0:36:11.750000,2a3c600a
408633472,-778328807,3332,0:36:11.850000,2a3c600a
408633554,-778328670,3332,0:36:11.960000,2a3c600a
408633640,-778328531,3333,0:36:12.050000,2a3c600a
408633716,-778328391,3332,0:36:12.150000,2a3c600a
408633793,-778328255,3332,0:36:12.250000,2a3c600a
408633873,-778328119,3332,0:36:12.350000,2a3c600a
408633955,-778327978,3332,0:36:12.450000,2a3c600a
408634036,-778327839,3332,0:36:12.550000,2a3c600a
408634114,-778327700,3332,0:36:12.660000,2a3c600a
408634193,-778327564,3332,0:36:12.750000,2a3c600a
408634273,-778327427,3332,0:36:12.850000,2a3c600a
408634356,-778327290,3332,0:36:12.950000,2a3c600a
408634434,-778327152,3332,0:36:13.050000,2a3c600a
408634513,-778327016,3332,0:36:13.150000,2a3c600a
408634597,-778326878,3332,0:36:13.250000,2a3c600a
408634674,-778326745,3333,0:36:13.350000,2a3c600a
408634752,-778326608,3332,0:36:13.450000,2a3c600a
408634832,-778326471,3332,0:36:13.550000,2a3c600a
408634910,-778326336,3332,0:36:13.650000,2a3c600a
408634988,-778326202,3333,0:36:13.750000,2a3c600a
408635063,-778326065,3333,0:36:13.870000,2a3c600a
408635142,-778325931,3333,0:36:13.950000,2a3c600a
408635228,-778325798,3333,0:36:14.070000,2a3c600a
408635302,-778325664,3333,0:36:14.150000,2a3c600a
408635377,-778325533,3333,0:36:14.260000,2a3c600a
408635456,-778325395,3333,0:36:14.350000,2a3c600a
408635530,-778325262,3333,0:36:14.450000,2a3c600a
408635607,-778325129,3334,0:36:14.570000,2a3c600a
408635683,-778324996,3334,0:36:14.650000,2a3c600a
408635762,-778324864,3333,0:36:14.750000,2a3c600a
408635841,-778324730,3333,0:36:14.850000,2a3c600a
408635915,-778324598,3333,0:36:14.950000,2a3c600a
408635990,-778324462,3334,0:36:15.050000,2a3c600a
408636064,-778324328,3334,0:36:15.150000,2a3c600a
408636137,-778324195,3334,0:36:15.320000,2a3c600a
408636211,-778324061,3334,0:36:15.350000,2a3c600a
408636286,-778323924,3334,0:36:15.450000,2a3c600a
408636357,-778323788,3335,0:36:15.550000,2a3c600a
408636430,-778323652,3335,0:36:15.610000,2a3c600a
408636504,-778323514,3334,0:36:15.730000,2a3c600a
408636575,-778323372,3335,0:36:15.810000,2a3c600a
408636645,-778323234,3335,0:36:15.910000,2a3c600a
408636711,-778323090,3334,0:36:16.020000,2a3c600a
408636780,-778322948,3334,0:36:16.110000,2a3c600a
408636843,-778322802,3334,0:36:16.210000,2a3c600a
408636905,-778322666,3334,0:36:16.310000,2a3c600a
408636969,-778322521,3334,0:36:16.410000,2a3c600a
408637033,-778322378,3334,0:36:16.510000,2a3c600a
408637097,-778322232,3334,0:36:16.620000,2a3c600a
408637160,-778322089,3334,0:36:16.720000,2a3c600a
408637222,-778321944,3335,0:36:16.820000,2a3c600a
408637282,-778321799,3334,0:36:16.910000,2a3c600a
408637346,-778321658,3334,0:36:17.010000,2a3c600a
408637406,-778321514,3334,0:36:17.130000,2a3c600a
408637467,-778321371,3334,0:36:17.320000,2a3c600a
408637527,-778321233,3334,0:36:17.330000,2a3c600a
408637596,-778321091,3335,0:36:17.730000,2a3c600a
408637660,-778320954,3334,0:36:17.740000,2a3c600a
408637726,-778320816,3334,0:36:17.750000,2a3c600a
408637791,-778320680,3334,0:36:17.760000,2a3c600a
408637860,-778320543,3334,0:36:17.810000,2a3c600a
408637926,-778320411,3334,0:36:17.920000,2a3c600a
408638009,-778320279,3335,0:36:18.020000,2a3c600a
408638080,-778320148,3335,0:36:18.120000,2a3c600a
408638154,-778320018,3335,0:36:18.230000,2a3c600a
408638224,-778319889,3335,0:36:18.330000,2a3c600a
408638296,-778319761,3334,0:36:18.430000,2a3c600a
408638374,-778319634,3335,0:36:18.530000,2a3c600a
408638443,-778319508,3334,0:36:18.640000,2a3c600a
408638517,-778319381,3334,0:36:18.730000,2a3c600a
408638595,-778319257,3334,0:36:18.820000,2a3c600a
408638662,-778319132,3334,0:36:18.930000,2a3c600a
408638733,-778319009,3334,0:36:19.040000,2a3c600a
408638808,-778318885,3334,0:36:19.120000,2a3c600a
408638883,-778318755,3334,0:36:19.230000,2a3c600a
408638955,-778318630,3334,0:36:19.340000,2a3c600a
408639028,-778318504,3333,0:36:19.420000,2a3c600a
408639101,-778318381,3333,0:36:19.720000,2a3c600a
408639175,-778318252,3333,0:36:19.800000,2a3c600a
408639247,-778318127,3334,0:36:19.810000,2a3c600a
408639321,-778318003,3334,0:36:19.940000,2a3c600a
408639396,-778317879,3333,0:36:20.030000,2a3c600a
408639471,-778317749,3333,0:36:20.120000,2a3c600a
408639541,-778317624,3333,0:36:20.220000,2a3c600a
408639619,-778317500,3333,0:36:20.350000,2a3c600a
408639688,-778317374,3333,0:36:20.500000,2a3c600a
408639769,-778317251,3333,0:36:20.520000,2a3c600a
408639840,-778317122,3334,0:36:20.710000,2a3c600a
408639912,-778317000,3334,0:36:20.730000,2a3c600a
408639988,-778316876,3334,0:36:20.780000,2a3c600a
408640059,-778316751,3333,0:36:20.930000,2a3c600a
408640139,-778316625,3333,0:36:21.120000,2a3c600a
408640212,-778316500,3333,0:36:21.140000,2a3c600a
408640291,-778316374,3334,0:36:21.340000,2a3c600a
408640363,-778316251,3333,0:36:21.470000,2a3c600a
408640440,-778316123,3333,0:36:21.550000,2a3c600a
408640516,-778316002,3333,0:36:21.650000,2a3c600a
408640593,-778315879,3333,0:36:21.750000,2a3c600a
408640666,-778315749,3333,0:36:21.860000,2a3c600a
408640746,-778315628,3333,0:36:21.960000,2a3c600a
408640822,-778315502,3333,0:36:22.060000,2a3c600a
408640896,-778315374,3333,0:36:22.180000,2a3c600a
408640969,-778315251,3333,0:36:22.270000,2a3c600a
408641046,-778315124,3333,0:36:22.400000,2a3c600a
408641119,-778314998,3333,0:36:22.470000,2a3c600a
408641193,-778314870,3333,0:36:22.570000,2a3c600a
408641267,-778314741,3333,0:36:22.670000,2a3c600a
408641340,-778314615,3333,0:36:22.780000,2a3c600a
408641417,-778314487,3332,0:36:22.880000,2a3c600a
408641487,-778314351,3332,0:36:22.930000,2a3c600a
408641558,-778314224,3332,0:36:22.940000,2a3c600a
408641627,-778314099,3332,0:36:22.950000,2a3c600a
408641702,-778313975,3333,0:36:22.990000,2a3c600a
408641776,-778313844,3333,0:36:23.090000,2a3c600a
408641850,-778313712,3333,0:36:23.190000,2a3c600a
408641926,-778313581,3333,0:36:23.290000,2a3c600a
408641994,-778313448,3333,0:36:23.390000,2a3c600a
408642063,-778313321,3333,0:36:23.490000,2a3c600a
408642136,-778313193,3333,0:36:23.590000,2a3c600a
408642206,-778313057,3332,0:36:23.690000,2a3c600a
408642279,-778312927,3333,0:36:23.790000,2a3c600a
408642353,-778312796,3333,0:36:23.900000,2a3c600a
408642427,-778312670,3333,0:36:23.990000,2a3c600a
408642502,-778312539,3332,0:36:24.090000,2a3c600a
408642573,-778312407,3333,0:36:24.190000,2a3c600a
408642573,-778312407,3333,0:36:24.290000,2a3c600a
408642645,-778312278,3333,0:36:24.400000,2a3c600a
408642794,-778312015,3332,0:36:24.490000,2a3c600a
408642794,-778312015,3332,0:36:24.590000,2a3c600a
408642871,-778311886,3332,0:36:24.650000,2a3c600a
408643013,-778311626,3332,0:36:24.760000,2a3c600a
408643091,-778311494,3332,0:36:24.850000,2a3c600a
408643091,-778311494,3332,0:36:24.970000,2a3c600a
408643167,-778311365,3332,0:36:25.050000,2a3c600a
408643242,-778311235,3333,0:36:25.160000,2a3c600a
408643313,-778311105,3332,0:36:25.260000,2a3c600a
408643383,-778310976,3332,0:36:25.350000,2a3c600a
408643461,-778310846,3332,0:36:25.460000,2a3c600a
408643535,-778310716,3332,0:36:25.560000,2a3c600a
408643610,-778310588,3332,0:36:25.660000,2a3c600a
408643683,-778310456,3333,0:36:25.750000,2a3c600a
408643754,-778310327,3333,0:36:25.850000,2a3c600a
408643827,-778310198,3333,0:36:25.960000,2a3c600a
408643902,-778310065,3333,0:36:26.060000,2a3c600a
408643976,-778309938,3333,0:36:26.170000,2a3c600a
408644046,-778309808,3333,0:36:26.250000,2a3c600a
408644120,-778309680,3333,0:36:26.350000,2a3c600a
408644192,-778309553,3333,0:36:26.440000,2a3c600a
408644270,-778309425,3333,0:36:26.540000,2a3c600a
408644345,-778309297,3333,0:36:26.640000,2a3c600a
408644418,-778309174,3333,0:36:26.750000,2a3c600a
408644494,-778309051,3333,0:36:26.850000,2a3c600a
408644571,-778308923,3333,0:36:26.950000,2a3c600a
408644651,-778308804,3333,0:36:27.040000,2a3c600a
408644723,-778308679,3333,0:36:27.150000,2a3c600a
408644802,-778308561,3333,0:36:27.260000,2a3c600a
408644881,-778308441,3334,0:36:27.350000,2a3c600a
408644959,-778308319,3334,0:36:27.450000,2a3c600a
408645042,-778308202,3333,0:36:27.550000,2a3c600a
408645124,-778308087,3333,0:36:27.650000,2a3c600a
408645207,-778307969,3334,0:36:27.750000,2a3c600a
408645290,-778307856,3334,0:36:27.850000,2a3c600a
408645380,-778307749,3333,0:36:27.950000,2a3c600a
408645461,-778307638,3333,0:36:28.050000,2a3c600a
408645547,-778307532,3334,0:36:28.150000,2a3c600a
408645634,-778307423,3334,0:36:28.250000,2a3c600a
408645722,-778307320,3334,0:36:28.350000,2a3c600a
408645812,-778307219,3334,0:36:28.450000,2a3c600a
408645905,-778307119,3334,0:36:28.550000,2a3c600a
408645993,-778307022,3334,0:36:28.650000,2a3c600a
408646084,-778306926,3334,0:36:28.740000,2a3c600a
408646173,-778306832,3335,0:36:28.840000,2a3c600a
408646268,-778306736,3334,0:36:28.940000,2a3c600a
408646359,-778306636,3335,0:36:29.050000,2a3c600a
408646457,-778306554,3334,0:36:29.140000,2a3c600a
408646552,-778306467,3335,0:36:29.250000,2a3c600a
408646652,-778306385,3335,0:36:29.350000,2a3c600a
408646749,-778306303,3336,0:36:29.440000,2a3c600a
408646845,-778306219,3336,0:36:29.550000,2a3c600a
408646950,-778306144,3336,0:36:29.650000,2a3c600a
408647051,-778306073,3335,0:36:29.740000,2a3c600a
408647149,-778305996,3335,0:36:29.850000,2a3c600a
408647256,-778305925,3336,0:36:29.950000,2a3c600a
408647361,-778305843,3336,0:36:30.040000,2a3c600a
408647467,-778305787,3337,0:36:30.150000,2a3c600a
408647575,-778305725,3337,0:36:30.250000,2a3c600a
408647681,-778305667,3337,0:36:30.350000,2a3c600a
408647791,-778305608,3337,0:36:30.450000,2a3c600a
408647900,-778305557,3337,0:36:30.560000,2a3c600a
408648013,-778305506,3338,0:36:30.650000,2a3c600a
408648122,-778305455,3338,0:36:30.750000,2a3c600a
408648234,-778305405,3338,0:36:30.850000,2a3c600a
408648346,-778305362,3339,0:36:30.920000,2a3c600a
408648454,-778305311,3339,0:36:31.020000,2a3c600a
408648569,-778305275,3338,0:36:31.120000,2a3c600a
408648683,-778305243,3338,0:36:31.220000,2a3c600a
408648795,-778305204,3338,0:36:31.320000,2a3c600a
408648913,-778305177,3339,0:36:31.430000,2a3c600a
408649033,-778305146,3339,0:36:31.520000,2a3c600a
408649151,-778305123,3340,0:36:31.620000,2a3c600a
408649267,-778305100,3339,0:36:31.720000,2a3c600a
408649388,-778305080,3340,0:36:31.820000,2a3c600a
408649507,-778305058,3340,0:36:31.920000,2a3c600a
408649625,-778305030,3341,0:36:32.020000,2a3c600a
408649749,-778305027,3340,0:36:32.120000,2a3c600a
408649872,-778305020,3340,0:36:32.220000,2a3c600a
408649990,-778305010,3341,0:36:32.330000,2a3c600a
408650116,-778305011,3341,0:36:32.420000,2a3c600a
408650237,-778305006,3341,0:36:32.520000,2a3c600a
408650358,-778305007,3341,0:36:32.620000,2a3c600a
408650487,-778305012,3341,0:36:32.720000,2a3c600a
408650613,-778305016,3341,0:36:32.830000,2a3c600a
408650737,-778305023,3342,0:36:32.920000,2a3c600a
408650863,-778305013,3343,0:36:33.020000,2a3c600a
408650989,-778305036,3342,0:36:33.160000,2a3c600a
408651113,-778305052,3342,0:36:33.220000,2a3c600a
408651238,-778305068,3343,0:36:33.320000,2a3c600a
408651362,-778305087,3343,0:36:33.420000,2a3c600a
