lat,long,elev,timediff,OBUID
408631645,-778349317,3510,0:11:38.120000,2a3c600d
408631645,-778349317,3510,0:11:38.220000,2a3c600d
408631645,-778349321,3508,0:11:38.330000,2a3c600d
408631645,-778349321,3508,0:11:38.330000,2a3c600d
408631645,-778349321,3508,0:11:38.420000,2a3c600d
408631645,-778349321,3508,0:11:38.530000,2a3c600d
408631645,-778349321,3508,0:11:38.620000,2a3c600d
408631645,-778349321,3508,0:11:38.720000,2a3c600d
408631645,-778349321,3508,0:11:38.830000,2a3c600d
408631645,-778349321,3508,0:11:38.920000,2a3c600d
408631645,-778349321,3508,0:11:39.030000,2a3c600d
408631645,-778349321,3508,0:11:39.140000,2a3c600d
408631644,-778349323,3507,0:11:39.230000,2a3c600d
408631644,-778349323,3507,0:11:39.330000,2a3c600d
408631644,-778349323,3507,0:11:39.440000,2a3c600d
408631644,-778349323,3507,0:11:39.700000,2a3c600d
408631644,-778349323,3507,0:11:39.710000,2a3c600d
408631644,-778349323,3507,0:11:39.820000,2a3c600d
408631644,-778349323,3507,0:11:39.830000,2a3c600d
408631644,-778349323,3507,0:11:39.940000,2a3c600d
408631644,-778349323,3507,0:11:40.020000,2a3c600d
408631644,-778349323,3507,0:11:40.130000,2a3c600d
408631646,-778349325,3506,0:11:40.230000,2a3c600d
408631646,-778349325,3506,0:11:40.330000,2a3c600d
408631646,-778349325,3506,0:11:40.430000,2a3c600d
408631646,-778349325,3506,0:11:40.520000,2a3c600d
408631646,-778349325,3506,0:11:40.630000,2a3c600d
408631646,-778349325,3506,0:11:40.720000,2a3c600d
408631646,-778349325,3506,0:11:40.840000,2a3c600d
408631646,-778349325,3506,0:11:40.940000,2a3c600d
408631646,-778349325,3506,0:11:41.040000,2a3c600d
408631646,-778349325,3506,0:11:41.140000,2a3c600d
408631648,-778349326,3506,0:11:41.250000,2a3c600d
408631648,-778349326,3506,0:11:41.340000,2a3c600d
408631648,-778349326,3506,0:11:41.440000,2a3c600d
408631648,-778349326,3506,0:11:41.540000,2a3c600d
408631648,-778349326,3506,0:11:41.640000,2a3c600d
408631648,-778349326,3506,0:11:41.740000,2a3c600d
408631648,-778349326,3506,0:11:41.840000,2a3c600d
408631648,-778349326,3506,0:11:41.940000,2a3c600d
408631648,-778349326,3506,0:11:42.040000,2a3c600d
408631648,-778349326,3506,0:11:42.110000,2a3c600d
408631650,-778349326,3506,0:11:42.210000,2a3c600d
408631650,-778349326,3506,0:11:42.310000,2a3c600d
408631650,-778349326,3506,0:11:42.410000,2a3c600d
408631650,-778349326,3506,0:11:42.510000,2a3c600d
408631650,-778349326,3506,0:11:42.630000,2a3c600d
408631650,-778349326,3506,0:11:42.710000,2a3c600d
408631650,-778349326,3506,0:11:42.810000,2a3c600d
408631650,-778349326,3506,0:11:42.910000,2a3c600d
408631650,-778349326,3506,0:11:43.010000,2a3c600d
408631650,-778349326,3506,0:11:43.110000,2a3c600d
408631650,-778349326,3506,0:11:43.210000,2a3c600d
408631650,-778349326,3506,0:11:43.310000,2a3c600d
408631650,-778349326,3506,0:11:43.410000,2a3c600d
408631650,-778349326,3506,0:11:43.510000,2a3c600d
408631650,-778349326,3506,0:11:43.620000,2a3c600d
408631650,-778349326,3506,0:11:43.710000,2a3c600d
408631650,-778349326,3506,0:11:43.810000,2a3c600d
408631650,-778349326,3506,0:11:43.910000,2a3c600d
408631650,-778349326,3506,0:11:44.020000,2a3c600d
408631650,-778349326,3506,0:11:44.120000,2a3c600d
408631651,-778349326,3506,0:11:44.210000,2a3c600d
408631651,-778349326,3506,0:11:44.310000,2a3c600d
408631651,-778349326,3506,0:11:44.410000,2a3c600d
408631651,-778349326,3506,0:11:44.520000,2a3c600d
408631651,-778349326,3506,0:11:44.620000,2a3c600d
408631651,-778349326,3506,0:11:44.710000,2a3c600d
408631651,-778349326,3506,0:11:44.820000,2a3c600d
408631651,-778349326,3506,0:11:44.920000,2a3c600d
408631651,-778349326,3506,0:11:45.010000,2a3c600d
408631651,-778349326,3506,0:11:45.110000,2a3c600d
408631652,-778349330,3506,0:11:45.210000,2a3c600d
408631652,-778349330,3506,0:11:45.310000,2a3c600d
408631652,-778349330,3506,0:11:45.410000,2a3c600d
408631652,-778349330,3506,0:11:45.520000,2a3c600d
408631652,-778349330,3506,0:11:45.620000,2a3c600d
408631652,-778349330,3506,0:11:45.710000,2a3c600d
408631652,-778349330,3506,0:11:45.820000,2a3c600d
408631652,-778349330,3506,0:11:45.910000,2a3c600d
408631652,-778349330,3506,0:11:46.010000,2a3c600d
408631652,-778349330,3506,0:11:46.110000,2a3c600d
408631654,-778349333,3506,0:11:46.210000,2a3c600d
408631654,-778349333,3506,0:11:46.310000,2a3c600d
408631654,-778349333,3506,0:11:46.410000,2a3c600d
408631654,-778349333,3506,0:11:46.510000,2a3c600d
408631654,-778349333,3506,0:11:46.610000,2a3c600d
408631654,-778349333,3506,0:11:46.720000,2a3c600d
408631654,-778349333,3506,0:11:46.810000,2a3c600d
408631654,-778349333,3506,0:11:46.910000,2a3c600d
408631654,-778349333,3506,0:11:47.010000,2a3c600d
408631654,-778349333,3506,0:11:47.110000,2a3c600d
408631655,-778349337,3505,0:11:47.220000,2a3c600d
408631655,-778349337,3505,0:11:47.310000,2a3c600d
408631655,-778349337,3505,0:11:47.410000,2a3c600d
408631655,-778349337,3505,0:11:47.510000,2a3c600d
408631655,-778349337,3505,0:11:47.610000,2a3c600d
408631655,-778349337,3505,0:11:47.710000,2a3c600d
408631655,-778349337,3505,0:11:47.810000,2a3c600d
408631655,-778349337,3505,0:11:47.910000,2a3c600d
408631655,-778349337,3505,0:11:48.010000,2a3c600d
408631655,-778349337,3505,0:11:48.120000,2a3c600d
408631656,-778349340,3504,0:11:48.210000,2a3c600d
408631656,-778349340,3504,0:11:48.260000,2a3c600d
408631656,-778349340,3504,0:11:48.360000,2a3c600d
408631656,-778349340,3504,0:11:48.460000,2a3c600d
408631656,-778349340,3504,0:11:48.570000,2a3c600d
408631656,-778349340,3504,0:11:48.670000,2a3c600d
408631656,-778349340,3504,0:11:48.760000,2a3c600d
408631656,-778349340,3504,0:11:48.860000,2a3c600d
408631656,-778349340,3504,0:11:48.960000,2a3c600d
